# DE2000               RA2000                HD         Pol      e_Pol                  PA      e_PA   GLON       GLAT       E_B-V_   Vmag   Dist      PolRefs                 
  -65.08139999999999   343.58962499999996    216436.0   0.093    0.052000000000000005   16.7    15.6   320.7856   -47.7859   ""       8.5    67.0      0000000100000000000000  
  -65.07199999999999   146.77557             85123.0    0.43     0.035                  50.9    2.3    285.0385   -8.8196    0.1      3.0    91.0      0000000000001000000000  
  -65.06769999999999   196.65149999999997    ""         1.57     0.1                    92.0    1.8    304.5308   -2.2431    0.3      8.1    2754.2    0000000000000100000000  
  -65.0418             191.7522              111003.0   2.24     0.1                    75.6    1.3    302.4644   -2.1741    0.6      9.8    2359.0    0000000000000100000000  
  -64.97489999999999   159.76049999999998    92478.0    0.16     0.04000000000000001    176.9   7.1    289.5104   -5.612     0.1      7.6    256.0     0000000001000000000000  
  -64.97449999999999   220.62785999999997    128898.0   0.03     0.035                  103.8   30.3   314.3356   -4.5914    0.0      3.2    19.0      0000000000001000000000  
  -64.9503             144.02179499999997    83523.0    0.01     0.04000000000000001    125.0   63.4   284.0759   -9.5013    0.1      6.6    91.0      0000000001000000000000  
  -64.88709999999999   172.12672499999996    99856.0    0.34     0.1                    98.3    8.4    294.2755   -3.4185    0.6      8.8    2710.5    0000000000000100000000  
  -64.87759999999999   5.007974999999999     1581.0     0.0060   0.006000000000000001   37.5    26.6   308.3276   -51.9204   0.0      4.3    7.6       0000000100001000000000  
  -64.8758             216.75749999999996    ""         1.45     0.1                    39.3    2.0    312.859    -3.8627    0.6      10.4   3020.0    0000000000000100000000  
  -64.86469999999998   198.31949999999998    ""         0.94     0.1                    84.4    3.0    305.2498   -2.0913    0.2      10.6   1792.0    0000000000000100000000  
  -64.83989999999999   166.60132499999997    96568.0    0.77     0.08000000000000002    139.8   3.0    292.0608   -4.2087    0.0      6.4    79.0      0000000001000000000000  
  -64.83529999999999   219.22799999999998    ""         1.1      0.1                    63.6    2.6    313.8482   -4.223     0.8      11.3   4570.9    0000000000000100000000  
  -64.8334             220.07324999999997    128522.0   2.99     0.1                    50.0    1.0    314.1789   -4.3659    0.5      9.0    4553.0    0000000000000100000000  
  -64.8013             219.29207999999997    ""         1.96     0.1                    18.4    1.5    313.8868   -4.2026    0.9      10.9   2511.9    0000000000000100000000  
  -64.76339999999999   18.667664999999996    7621.0     0.02     0.042                  166.8   46.4   298.8966   -52.1824   ""       9.1    23.0      0000000100000000000000  
  -64.71239999999999   327.50055             207229.0   0.03     0.035                  84.6    30.3   327.4022   -42.7984   0.0      5.6    75.9      0000000000001000000000  
  -64.70379999999999   161.391585            93424.0    0.34     0.04000000000000001    149.8   3.4    289.9923   -5.0427    0.1      8.1    246.0     0000000001000000000000  
  -64.69389999999999   185.51005499999997    107565.0   2.37     0.1                    87.9    1.2    299.7956   -2.0013    0.4      8.7    2623.0    0000000000000100000000  
  -64.68149999999999   319.50193499999995    202299.0   0.16     0.035                  17.1    6.2    329.4353   -39.7423   -0.1     6.3    114.8     0000000000001000000000  
  -64.6779             160.66015499999997    92989.0    0.17     0.030000000000000002   146.9   5.0    289.7032   -5.1673    0.1      7.6    280.0     0000000001000000000000  
  -64.62679999999999   195.48344999999998    113016.0   2.09     0.1                    88.7    1.4    304.0566   -1.7781    0.5      9.5    1644.0    0000000000000100000000  
  -64.62239999999998   177.37477499999997    102742.0   1.1      0.1                    86.3    2.6    296.3551   -2.5446    0.2      9.8    17378.0   0000000000000100000000  
  -64.59559999999999   161.54133             93517.0    0.45     0.08000000000000002    140.8   5.1    289.9987   -4.9171    0.1      7.8    172.0     0000000001000000000000  
  -64.5765             205.04500499999997    118666.0   0.07     0.035                  83.5    14.0   308.1349   -2.1983    0.1      5.8    60.0      0000000000001000000000  
  -64.538              197.24699999999999    ""         1.62     0.1                    93.3    1.8    304.8176   -1.7306    0.3      10.2   6124.0    0000000000000100000000  
  -64.53139999999999   231.88792499999997    137066.0   0.41     0.035                  67.8    2.4    318.7493   -6.5674    0.1      5.7    120.2     0000000000001000000000  
  -64.53039999999999   162.00235499999997    308023.0   2.21     0.1                    121.5   1.3    290.1449   -4.7679    0.5      10.0   1549.0    0000000000000100000000  
  -64.52879999999999   160.92149999999998    ""         2.36     0.1                    88.2    1.2    289.7312   -4.9828    2.0      10.7   1047.1    0000000000000100000000  
  -64.51639999999999   184.15324499999997    106730.0   2.21     0.1                    78.9    1.3    299.1958   -1.8977    0.4      8.5    2087.0    0000000000000100000000  
  -64.51339999999999   161.70449999999997    ""         1.76     0.1                    125.9   1.6    290.0229   -4.8117    0.4      10.1   1995.3    0000000000000100000000  
  -64.51039999999999   183.00319499999998    106000.0   1.27     0.030000000000000002   90.0    0.7    298.7049   -1.9627    0.2      6.5    549.0     0000000001000000000000  
  -64.4999             136.53170999999998    78632.0    0.03     0.030000000000000002   130.3   26.6   281.4872   -11.486    0.1      6.4    128.0     0000000001000000000000  
  -64.48949999999999   149.31410999999997    86634.0    0.04     0.05                   156.4   32.0   285.5108   -7.6837    0.1      6.6    113.0     0000000001000000000000  
  -64.4794             162.69186             94174.0    0.42     0.05                   139.4   3.4    290.3871   -4.5879    0.1      7.8    186.0     0000000001000000000000  
  -64.47109999999999   202.81870499999997    117326.0   1.04     0.1                    81.8    2.8    307.2089   -1.9307    0.4      9.5    2806.5    0000000000000100000000  
  -64.469              211.87771499999997    123008.0   1.51     0.1                    81.9    1.9    311.0155   -2.7979    0.7      8.8    3551.0    0000000000000100000000  
  -64.4664             160.558935            92938.0    0.17     0.035                  146.7   5.9    289.5636   -5.002     0.1      4.8    143.0     0000000000001000000000  
  -64.45649999999999   197.58103499999999    114199.0   2.05     0.1                    84.4    1.4    304.9669   -1.6594    0.6      9.5    5869.0    0000000000000100000000  
  -64.40849999999999   183.57055499999998    106343.0   1.471    0.11200000000000002    90.0    2.2    298.9319   -1.8257    0.3      6.2    2753.0    0000000000001100000000  
  -64.4045             356.05010999999996    222820.0   0.035    0.006000000000000001   123.7   4.9    314.4317   -51.1962   0.1      5.7    316.2     0000000100001000000000  
  -64.40239999999999   144.59135999999998    83834.0    0.52     0.035                  14.3    1.9    283.8827   -8.9329    0.1      6.7    186.0     0000000000001000000000  
  -64.39439999999999   160.73927999999998    93030.0    0.38     0.1                    139.0   7.5    289.5979   -4.9017    0.1      2.8    238.0     0000000000000000000001  
  -64.38909999999998   192.00749999999996    ""         2.12     0.1                    81.9    1.4    302.5636   -1.5198    0.6      10.5   2885.0    0000000000000100000000  
  -64.3714             228.53849999999997    ""         1.11     0.1                    39.4    2.6    317.617    -5.6487    0.6      10.3   1318.3    0000000000000100000000  
  -64.3608             194.14060499999997    112272.0   0.348    0.18800000000000003    43.3    15.1   303.4865   -1.4946    1.1      7.4    1222.5    0000000000000100100000  
  -64.3551             32.532329999999995    13578.0    0.0060   0.021                  54.8    60.3   289.6348   -50.693    ""       7.6    200.0     0000000100000000000000  
  -64.3513             180.80674499999998    104683.0   0.81     0.1                    77.5    3.5    297.7432   -1.9663    0.2      8.0    3232.0    0000000000000100000000  
  -64.34089999999999   187.08046499999998    108501.0   0.07     0.035                  23.4    14.0   300.4321   -1.5815    0.0      6.0    105.0     0000000000001000000000  
  -64.33949999999999   179.69861999999998    104035.0   0.52     0.035                  88.9    1.9    297.27     -2.0481    0.1      5.6    2398.8    0000000000001000000000  
  -64.29799999999999   359.39570999999995    224392.0   0.041    0.011000000000000001   128.5   7.6    312.3369   -51.8356   ""       5.2    34.0      0000000100000000000000  
  -64.297              195.02614499999999    112751.0   2.51     0.1                    77.4    1.1    303.8718   -1.4411    0.7      9.3    2379.0    0000000000000100000000  
  -64.29239999999999   172.7625              ""         1.71     0.1                    64.3    1.7    294.35     -2.7684    0.5      10.1   2754.2    0000000000000100000000  
  -64.29069999999999   158.89406999999997    91997.0    0.29     0.060000000000000005   87.1    5.9    288.8467   -5.2003    0.2      8.9    491.0     0000000001000000000000  
  -64.2628             161.97311999999997    93738.0    0.42     0.1                    143.0   6.8    290.0106   -4.5359    0.0      6.5    135.5     0000000000000100000000  
  -64.249              160.963395            93163.0    0.51     0.1                    111.0   5.6    289.6147   -4.7276    0.2      5.8    218.0     0000000000000000000001  
  -64.24319999999999   196.51321499999997    113606.0   2.27     0.1                    79.6    1.3    304.5193   -1.4165    0.8      8.6    1883.0    0000000000000100000000  
  -64.2302             163.84738499999997    308096.0   0.34     0.1                    136.8   8.4    290.7272   -4.1438    0.7      9.5    3456.5    0000000000000100000000  
  -64.2165             154.26449999999997    ""         1.1      0.1                    132.4   2.6    287.0928   -6.2014    0.3      10.4   3467.4    0000000000000100000000  
  -64.20259999999999   196.94360999999998    ""         2.07     0.1                    73.7    1.4    304.7087   -1.3872    0.7      10.0   4606.0    0000000000000100000000  
  -64.202              218.62192499999998    127489.0   1.58     0.1                    62.1    1.8    313.8566   -3.5382    0.4      9.2    1364.0    0000000000000100000000  
  -64.1599             217.43591999999998    126693.0   2.34     0.1                    58.6    1.2    313.3937   -3.3034    0.5      10.3   1847.0    0000000000000100000000  
  -64.10589999999999   125.28187499999999    70982.0    0.04     0.035                  165.7   23.6   278.2047   -15.1861   0.0      6.1    87.1      0000000000001000000000  
  -64.10079999999999   182.62549499999997    105753.0   1.3      0.1                    74.1    2.2    298.4795   -1.5836    0.5      9.2    1418.0    0000000000000100000000  
  -64.06849999999999   160.87295999999998    93098.0    0.29     0.030000000000000002   151.3   3.0    289.4942   -4.5871    0.1      7.6    192.0     0000000001000000000000  
  -64.05519999999999   191.10635999999997    110660.0   2.9      0.4                    72.0    3.9    302.1649   -1.194     0.8      10.0   1643.0    0000000000000000100000  
  -64.05059999999999   196.33450499999998    113511.0   3.449    0.557                  88.1    4.6    304.4522   -1.2199    0.8      9.1    2157.0    0000000000000100100000  
  -64.04409999999999   172.38980999999998    99992.0    0.67     0.1                    57.5    4.3    294.1186   -2.5825    0.4      9.8    3193.0    0000000000000100000000  
  -64.03129999999999   226.20020999999997    132905.0   0.09     0.035                  97.0    11.0   316.9087   -4.8402    0.1      5.2    57.5      0000000000001000000000  
  -64.02539999999999   172.284               ""         1.19     0.1                    52.1    2.4    294.0687   -2.5791    0.5      10.1   3020.0    0000000000000100000000  
  -64.0252             194.97823499999998    ""         1.82     0.1                    70.7    1.6    303.86     -1.1688    0.9      10.5   1312.0    0000000000000100000000  
  -64.00299999999999   184.60956             106983.0   0.02     0.035                  146.8   41.2   299.3249   -1.3626    0.0      4.0    158.0     0000000000001000000000  
