# DE2000               RA2000                HD         Pol      e_Pol                  PA      e_PA   GLON       GLAT       E_B-V_   Vmag   Dist      PolRefs                 
  -14.251199999999999  358.12519499999996    223774.0   0.112    0.05800000000000001    149.8   14.5   73.1335    -71.1709   0.0      6.0    120.2     0000000000001000000100  
  -14.231799999999998  74.43619499999998     31726.0    0.234    0.024000000000000004   10.3    2.9    213.498    -31.5147   0.1      6.1    814.0     0000000000001000010000  
  -14.221999999999998  354.94598999999994    222345.0   0.024    0.006000000000000001   70.0    7.1    67.0405    -68.8939   ""       5.2    50.0      0000000100000000000000  
  -14.215999999999998  166.28229             96131.0    0.08     0.08000000000000002    50.4    26.6   267.6909   41.2688    0.0      9.3    436.5     0000000000001000000000  
  -14.208799999999998  277.505295            170453.0   1.8      0.2                    16.0    3.2    17.8721    -1.8006    0.6      9.2    2483.0    0000000000000000010000  
  -14.197999999999999  271.49515499999995    165319.0   1.34     0.2                    58.0    4.3    15.1188    3.3347     0.8      8.1    2349.0    0000000000000000010000  
  -14.193999999999997  272.44478999999995    166125.0   1.2      0.2                    36.0    4.8    15.5684    2.531      0.8      9.1    1579.0    0000000000000000010000  
  -14.177299999999999  3.7017749999999996    1051.0     0.057    0.010000000000000002   133.0   5.0    87.7003    -74.4859   ""       6.9    ""        0000000000100000000000  
  -14.166799999999999  274.78763999999995    168207.0   1.06     0.2                    84.0    5.4    16.677     0.548      0.5      9.4    602.6     0000000000000000010000  
  -14.163599999999999  276.07967999999994    ""         1.34     0.18000000000000002    3.0     3.8    17.2689    -0.5561    1.1      9.5    4630.0    0000000000000010000000  
  -14.145899999999997  275.96140499999996    ""         1.34     0.18000000000000002    70.0    3.8    17.2309    -0.4464    1.4      9.6    1703.0    0000000000000010000000  
  -14.125199999999998  81.378075             35628.0    0.025    0.05                   96.5    44.6   216.4364   -25.2986   0.02     8.3    97.0      0010000000000000000000  
  -14.115499999999999  279.05264999999997    171589.0   0.88     0.2                    6.0     6.5    18.6457    -3.0898    0.7      8.3    2097.0    0000000000000000010000  
  -14.113899999999997  277.82359499999995    170700.0   0.0      0.2                    0.0     90.0   18.0989    -2.0304    0.5      8.8    2943.0    0000000000000000010000  
  -14.113299999999999  102.61030499999998    49977.0    2.17     0.2                    152.0   2.6    225.4372   -6.6001    0.5      7.9    874.0     0000000000000000010000  
  -14.109099999999998  4.304849999999999     1302.0     0.2      0.1                    135.3   14.0   89.72      -74.7293   0.0      9.8    1202.3    0000000000001000000000  
  -14.076499999999998  218.39237999999997    127767.0   0.32     0.066                  88.0    5.9    337.1164   41.9168    0.1      8.9    263.0     0000000000001000000000  
  -14.049099999999997  81.60918              35763.0    0.0050   0.025                  140.9   66.0   216.4588   -25.0628   0.03     7.7    75.0      0010000000000000000000  
  -14.009699999999999  111.85603499999999    59000.0    0.605    0.09400000000000001    177.5   4.4    229.4744   1.4123     0.14     9.6    311.0     0010000000000000000000  
  -13.991199999999997  274.74454499999996    168183.0   0.51     0.2                    73.0    11.1   16.8119    0.6679     0.6      8.3    2230.0    0000000000000000010000  
  -13.989399999999998  112.47625499999998    59543.0    0.97     0.2                    179.0   5.9    229.744    1.9508     0.2      6.9    564.0     0000000000000000010000  
  -13.978399999999999  276.31330499999996    169454.0   1.789    0.09000000000000001    19.8    1.4    17.5386    -0.6698    1.2      6.6    990.0     0000000000001000010000  
  -13.945299999999998  274.79612999999995    ""         1.61     0.18000000000000002    101.0   3.2    16.8761    0.6455     0.9      9.7    1290.0    0000000000000010000000  
  -13.939199999999998  81.59002499999998     35752.0    0.026    0.024000000000000004   106.9   24.8   216.3395   -25.0356   0.0      8.3    83.0      0010000000000000000000  
  -13.927299999999999  80.87565              35337.0    0.157    0.08700000000000001    56.6    15.5   216.0188   -25.6656   0.0      5.2    446.0     0000000000001000010000  
  -13.924399999999999  78.64343999999998     34138.0    0.011    0.015000000000000001   159.0   33.8   215.043    -27.649    -0.01    8.0    92.0      0010000000000000000000  
  -13.911999999999999  278.28613499999994    171054.0   0.0      0.18000000000000002    0.0     90.0   18.4852    -2.3357    0.5      9.0    1676.0    0000000000000010000000  
  -13.904499999999999  134.05056             76510.0    0.0      0.4                    0.0     90.0   241.0169   19.7453    0.1      8.0    1905.0    0000000000000000100000  
  -13.887599999999999  109.49027999999998    56803.0    0.019    0.026000000000000002   57.3    34.1   228.2835   -0.5546    0.06     7.5    53.0      0010000000000000000000  
  -13.859799999999998  213.29083499999996    124304.0   0.3      0.035                  81.6    3.3    331.2851   44.4661    0.1      7.2    794.3     0000000000001000000000  
  -13.858599999999997  41.03064              17081.0    0.37     0.2                    3.0     15.1   191.8079   -60.5683   0.0      4.2    84.0      0000000000000000010000  
  -13.850299999999999  114.56714999999998    61347.0    2.07     0.2                    30.0    2.8    230.6032   3.7952     0.5      8.4    3984.0    0000000000000000010000  
  -13.848099999999999  349.27226999999993    219617.0   0.017    0.005000000000000001   130.8   8.4    59.316     -64.2983   -0.1     8.3    131.0     0000000100100000000000  
  -13.841299999999999  280.34404499999994    ""         4.61     0.18000000000000002    151.0   1.1    19.4619    -4.0808    1.2      10.1   1331.0    0000000000000010000000  
  -13.834699999999998  95.17961999999999     44340.0    0.211    0.027000000000000003   44.1    3.7    222.0038   -12.9746   -0.02    9.1    255.0     0010000000000000000000  
  -13.834099999999998  139.114905            79914.0    0.01     0.010000000000000002   79.4    26.0   244.156    23.7051    0.03     6.8    81.0      0010000000000000000000  
  -13.829299999999998  49.55826              20573.0    0.035    0.014000000000000002   163.4   11.3   199.1564   -53.3109   ""       8.5    ""        0000000000100000000000  
  -13.828499999999998  274.71948             ""         2.07     0.18000000000000002    77.0    2.5    16.9438    0.7662     0.6      9.4    3094.0    0000000000000010000000  
  -13.823799999999999  217.39885499999997    127047.0   0.48     0.063                  66.4    3.8    336.1685   42.6251    0.1      8.8    208.9     0000000000001000000000  
  -13.808599999999998  274.73411999999996    168137.0   1.89     0.2                    72.0    3.0    16.968     0.7631     0.7      9.0    2238.0    0000000000000000010000  
  -13.803199999999999  168.32363999999998    97516.0    0.25     0.066                  44.5    7.5    269.6856   42.6448    0.1      8.9    398.1     0000000000001000000000  
  -13.800599999999998  274.65172499999994    168076.0   2.58     0.2                    65.0    2.2    16.9372    0.8374     0.8      8.5    1755.0    0000000000000000010000  
  -13.799299999999999  122.66656499999998    68146.0    0.0      0.035                  91.9    90.0   234.5635   10.6093    0.0      5.5    28.8      0000000000001000000000  
  -13.793399999999998  274.65016499999996    168075.0   2.4      0.2                    70.0    2.4    16.9429    0.8421     0.8      8.5    1918.0    0000000000000000010000  
  -13.779699999999998  274.6785              ""         2.76     0.18000000000000002    72.0    1.9    16.968     0.8244     0.8      10.1   2187.8    0000000000000010000000  
  -13.775199999999998  275.808               ""         2.81     0.18000000000000002    57.0    1.8    17.4886    -0.1412    0.7      12.0   3981.1    0000000000000010000000  
  -13.775199999999998  274.69106999999997    ""         2.81     0.18000000000000002    78.0    1.8    16.9777    0.8157     0.9      9.8    2344.0    0000000000000010000000  
  -13.770199999999997  331.37981999999994    209684.0   0.3      0.08000000000000002    21.8    7.6    43.4945    -49.1256   0.1      9.3    912.0     0000000000001000000000  
  -13.769799999999998  112.28005499999999    ""         0.65     0.2                    14.0    8.7    229.4599   1.8885     0.0      8.8    10.0      0000000000000000010000  
  -13.751899999999997  111.28514999999999    58461.0    0.0040   0.017                  96.7    63.5   228.9841   1.0471     -0.02    5.8    39.0      0010000000000000000000  
  -13.723599999999998  265.56302999999997    160744.0   0.81     0.08700000000000001    75.6    3.1    12.6461    8.5617     0.2      9.5    602.6     0000000000001000000000  
  -13.671699999999998  217.85464499999998    127375.0   0.52     0.09100000000000001    82.2    5.0    336.7916   42.5321    0.1      9.6    263.0     0000000000001000000000  
  -13.651799999999998  276.66882             169727.0   2.76     0.2                    115.0   2.1    17.9885    -0.8229    1.2      9.3    1996.0    0000000000000000010000  
  -13.639599999999998  48.40398              20118.0    0.015    0.036000000000000004   47.0    50.2   197.9976   -54.2187   ""       4.8    ""        0000000000100000000000  
  -13.594199999999999  275.82320999999996    169034.0   1.8      0.2                    60.0    3.2    17.6553    -0.0694    1.4      8.3    1854.0    0000000000000000010000  
  -13.592499999999998  342.39796499999994    216032.0   0.018    0.005000000000000001   159.1   7.9    52.2644    -58.5198   ""       4.2    70.0      0000000100000000000000  
  -13.577699999999998  81.88535999999999     35930.0    0.032    0.032                  74.2    26.6   216.1028   -24.6271   0.02     7.2    65.0      0010000000000000000000  
  -13.574299999999997  273.97858499999995    167451.0   0.97     0.2                    36.0    5.9    16.8261    1.5205     1.0      8.2    1540.0    0000000000000000010000  
  -13.570399999999998  95.48546999999999     44588.0    0.464    0.05800000000000001    48.2    3.6    221.8884   -12.5932   0.1      9.5    300.0     0010000000000000000000  
  -13.560999999999998  12.356474999999998    4730.0     0.121    0.014000000000000002   118.1   3.3    120.8489   -76.4246   0.0      5.6    95.5      0000000000101000000000  
  -13.529399999999999  336.11261999999994    212430.0   0.07     0.035                  140.0   14.0   47.1172    -53.1322   0.0      5.9    87.1      0000000000001000000000  
  -13.519699999999998  79.417695             34538.0    0.01     0.035                  0.4     60.3   214.9666   -26.7975   0.0      5.5    66.1      0000000000001000000000  
  -13.501599999999998  277.16265             170177.0   2.17     0.2                    143.0   2.6    18.3448    -1.178     1.0      9.4    4136.0    0000000000000000010000  
  -13.476099999999999  18.503894999999996    7398.0     0.02     0.0020                 120.8   2.9    145.1751   -75.3639   ""       6.8    ""        0000000000100000000000  
  -13.458399999999997  349.77712499999996    219834.0   0.012    0.006000000000000001   81.8    14.0   60.7078    -64.4728   ""       5.3    30.0      0000000100000000000000  
  -13.455599999999999  4.494299999999999     1388.0     0.019    0.018000000000000002   135.5   25.3   91.517     -74.2497   ""       6.6    27.0      0000000100000000000000  
  -13.404599999999999  280.08                ""         4.88     0.18000000000000002    150.0   1.1    19.7352    -3.6539    1.1      9.7    1380.4    0000000000000010000000  
  -13.403399999999998  4.14204               1231.0     0.112    0.012000000000000002   17.2    3.1    90.512     -74.0382   ""       7.1    ""        0000000000100000000000  
  -13.304899999999998  334.75289999999995    211676.0   0.07     0.035                  112.4   14.0   46.4472    -51.8542   0.1      6.1    87.1      0000000000001000000000  
  -13.298699999999998  110.87189999999998    58076.0    0.282    0.05800000000000001    32.9    5.9    228.3947   0.9076     0.09     9.3    181.0     0010000000000000000000  
  -13.292799999999998  36.117765             14971.0    0.035    0.010000000000000002   144.2   8.1    185.0791   -64.2368   ""       7.6    ""        0000000000100000000000  
  -13.278899999999998  319.30642499999993    202606.0   0.12     0.035                  132.8   8.3    37.258     -38.2668   0.0      6.2    79.4      0000000000001000000000  
  -13.231699999999998  102.75982499999999    50091.0    0.761    0.14700000000000002    110.3   5.5    224.7079   -6.0776    0.2      8.5    831.8     0000000000001000010000  
  -13.217399999999998  111.47534999999999    58627.0    0.929    0.19300000000000003    174.3   5.9    228.6011   1.4635     0.42     9.7    583.0     0010000000000000000000  
  -13.202199999999998  174.66649499999997    101198.0   0.05     0.035                  30.2    19.3   276.9964   45.9728    0.0      5.6    25.1      0000000000001000000000  
  -13.176699999999999  79.89385499999999     34816.0    0.0      0.2                    0.0     90.0   214.8261   -26.235    0.0      4.3    521.0     0000000000000000010000  
  -13.167899999999998  5.8030349999999995    1898.0     0.125    0.010000000000000002   135.7   2.3    96.2377    -74.5578   ""       8.7    ""        0000000000100000000000  
  -13.148099999999998  97.64536499999998     46064.0    0.45     0.0                    67.5    0.0    222.4212   -10.5143   0.1      6.2    466.0     0000000000001000010000  
  -13.134599999999999  241.83437999999998    144639.0   1.06     0.04800000000000001    86.7    1.3    359.0307   27.7281    0.3      8.2    144.5     0000000000001000000000  
  -13.132099999999998  81.41278499999999     35643.0    0.058    0.025                  88.9    12.0   215.4487   -24.866    0.02     7.3    70.0      0010000000000000000000  
  -13.131199999999998  265.92924             161003.0   1.78     0.07600000000000001    70.0    1.2    13.3451    8.5574     0.4      9.2    380.2     0000000000001000000000  
  -13.077899999999998  92.91898499999999     42712.0    0.118    0.069                  49.5    16.3   220.3379   -14.6448   -0.02    9.0    174.0     0010000000000000000000  
  -13.077199999999998  6.525719999999999     2238.0     0.108    0.025                  125.9   6.6    98.8188    -74.7503   ""       8.9    ""        0000000000100000000000  
  -13.070799999999998  344.89865999999995    217251.0   0.09     0.035                  137.1   11.0   55.6315    -60.326    0.0      6.3    173.8     0000000000001000000000  
  -13.060299999999998  354.41474999999997    222093.0   0.04     0.035                  119.4   23.6   68.483     -67.7397   0.1      5.7    69.2      0000000000001000000000  
  -13.056499999999998  21.714824999999998    8829.0     0.06     0.032                  151.0   14.9   155.164    -73.6699   0.0      5.5    33.1      0000000000000000000100  
  -13.055499999999999  275.01599999999996    ""         1.84     0.18000000000000002    29.0    2.8    17.7614    0.8771     1.4      9.8    1404.0    0000000000000010000000  
  -13.054299999999998  227.80634999999998    134630.0   0.76     0.035                  72.1    1.3    347.5691   37.4204    0.2      7.5    125.9     0000000000001000000000  
  -13.054199999999998  3.8517749999999995    1114.0     0.162    0.017                  136.4   3.0    90.2456    -73.5953   ""       8.4    ""        0000000000100000000000  
  -13.052999999999999  97.07258999999999     45677.0    0.97     0.2                    170.0   5.9    222.0884   -10.9762   0.3      7.5    862.0     0000000000000000010000  
  -13.048299999999998  67.278855             28497.0    1.348    0.07500000000000001    128.0   1.6    208.7792   -37.4028   0.1      5.5    654.0     0000000000001000010000  
  -12.997399999999999  277.15282499999995    170159.0   1.15     0.2                    118.0   5.0    18.787     -0.9355    0.8      8.6    2070.0    0000000000000000010000  
  -12.965999999999998  20.759835             8389.0     0.058    0.028000000000000004   170.6   13.6   152.0529   -74.0235   ""       8.5    22.0      0000000100000000000000  
  -12.950699999999998  351.58199999999994    220739.0   0.161    0.011000000000000001   152.7   2.0    64.1859    -65.5633   ""       7.7    ""        0000000000100000000000  
  -12.929999999999998  351.85879499999993    220876.0   0.177    0.023000000000000003   143.2   3.7    64.6356    -65.7604   ""       7.5    200.0     0000000100000000000000  
  -12.885699999999998  242.47241999999997    145153.0   0.76     0.036000000000000004   86.3    1.4    359.6993   27.4164    0.2      7.6    120.2     0000000000001000000000  
  -12.881599999999999  273.42101999999994    ""         1.24     0.18000000000000002    58.0    4.2    17.1766    2.3278     0.5      10.8   673.0     0000000000000010000000  
  -12.878099999999998  321.04765499999996    203705.0   0.03     0.035                  122.5   30.3   38.6307    -39.6445   0.0      5.5    44.0      0000000000001000000000  
  -12.867099999999999  177.6666              102885.0   0.12     0.035                  40.5    8.3    280.7683   47.3725    0.0      7.3    275.4     0000000000001000000000  
  -12.840399999999999  284.84917499999995    176162.0   0.824    0.032                  119.5   1.1    22.3321    -7.5543    0.0      5.4    177.0     0000000000001000010000  
  -12.815599999999998  152.52482999999998    88215.0    0.04     0.035                  172.8   23.6   253.2904   34.0817    -0.1     5.3    24.0      0000000000001000000000  
  -12.811799999999998  106.42539             53756.0    0.23     0.18000000000000002    123.0   21.4   225.9501   -2.7017    0.2      7.3    982.0     0000000000000010000000  
  -12.769199999999998  43.13287499999999     17925.0    0.026    0.023000000000000003   91.0    23.9   192.0722   -58.2545   0.0      6.1    7.9       0000000100101000000000  
  -12.701699999999999  347.84503499999994    218854.0   0.149    0.015000000000000001   131.0   2.9    59.6265    -62.5026   ""       8.5    ""        0000000000100000000000  
  -12.641499999999999  275.04067499999996    ""         2.21     0.18000000000000002    149.0   2.3    18.1379    1.0511     1.3      9.8    1455.0    0000000000000010000000  
  -12.630999999999998  37.104209999999995    15400.0    0.1      0.020000000000000004   143.9   5.7    185.1518   -63.0701   ""       8.8    ""        0000000000100000000000  
  -12.629699999999998  124.59908999999999    69830.0    0.08     0.035                  140.6   12.3   234.561    12.8246    0.0      6.0    13.2      0000000000001000000000  
  -12.614799999999999  339.89371499999993    214615.0   0.051    0.027000000000000003   72.0    14.8   51.5574    -55.9201   ""       8.4    24.0      0000000100000000000000  
  -12.584699999999998  102.53371499999999    49888.0    0.0      0.2                    0.0     90.0   224.0268   -5.9861    0.1      7.2    767.0     0000000000000000010000  
  -12.579799999999999  2.6780999999999997    645.0      0.07     0.032                  138.0   12.9   87.691     -72.6034   0.1      6.0    575.4     0000000000000000000100  
  -12.568599999999998  44.814899999999994    18605.0    0.124    0.10200000000000001    55.4    22.4   193.3322   -56.7461   ""       9.6    77.0      0000000100000000000000  
  -12.568299999999999  173.20226999999997    100364.0   0.35     0.07300000000000001    167.6   6.0    274.7496   45.9567    0.1      9.1    229.1     0000000000001000000000  
  -12.559599999999998  97.850985             46185.0    0.253    0.030000000000000002   50.7    3.4    221.9707   -10.0783   0.1      6.8    879.0     0000000000001000010000  
  -12.556199999999999  282.21243             173991.0   1.06     0.2                    115.0   5.4    21.4357    -5.1246    0.4      9.2    1202.3    0000000000000000010000  
  -12.544699999999999  312.67375499999997    198431.0   0.1      0.035                  139.5   9.9    34.825     -32.0712   0.0      6.0    95.5      0000000000001000000000  
  -12.536699999999998  273.80526             167330.0   1.71     0.2                    72.0    3.3    17.6589    2.1627     1.0      8.2    1144.0    0000000000000000010000  
  -12.512299999999998  261.75884999999994    157968.0   0.04     0.035                  16.9    23.6   11.7428    12.3569    0.0      6.3    34.7      0000000000001000000000  
  -12.508199999999999  304.41190499999993    192876.0   0.24     0.035                  2.0     4.2    31.0887    -24.7045   0.2      4.2    457.1     0000000000001000000000  
  -12.499299999999998  274.44593999999995    ""         2.49     0.18000000000000002    88.0    2.1    17.9888    1.6299     1.3      8.8    2004.0    0000000000000010000000  
  -12.460499999999998  41.983019999999996    17491.0    0.776    0.11200000000000002    164.3   4.1    190.4243   -59.0416   0.0      6.4    275.4     0000000100001000000000  
  -12.401899999999998  280.00706999999994    ""         4.33     0.18000000000000002    148.0   1.2    20.5973    -3.1344    1.0      10.8   2001.0    0000000000000010000000  
  -12.393899999999999  106.64986499999999    53975.0    0.28     0.2                    134.0   19.7   225.6787   -2.3156    0.2      6.9    1334.0    0000000000000000010000  
  -12.360799999999998  124.42699499999999    69702.0    0.57     0.08000000000000002    145.1   4.0    234.2359   12.8244    0.1      9.3    602.6     0000000000001000000000  
  -12.356799999999998  171.7899              99564.0    0.01     0.035                  31.6    60.3   272.8441   45.5342    0.1      5.9    27.5      0000000000001000000000  
  -12.337899999999998  277.84605             170716.0   0.78     0.2                    170.0   7.3    19.6849    -1.2295    0.6      9.4    5175.0    0000000000000000010000  
  -12.336999999999998  304.09499999999997    192666.0   0.48     0.035                  4.9     2.1    31.1196    -24.352    0.1      6.4    138.0     0000000000001000000000  
  -12.315599999999998  79.99596              34863.0    0.51     0.2                    168.0   11.1   213.9974   -25.7913   0.0      5.3    137.0     0000000000000000010000  
  -12.3075             274.35231             ""         3.04     0.18000000000000002    96.0    1.7    18.1145    1.8013     1.3      9.8    1757.0    0000000000000010000000  
  -12.290399999999998  36.487545             15130.0    0.024    0.006000000000000001   145.1   7.1    183.7468   -63.3487   0.1      4.9    70.0      0000000100000000000000  
  -12.279899999999998  281.72741999999994    173656.0   1.47     0.18000000000000002    105.0   3.5    21.4695    -4.5773    0.7      9.4    286.0     0000000000000010000000  
  -12.262799999999999  278.47128             171198.0   2.26     0.2                    145.0   2.5    20.0334    -1.7369    0.9      9.5    2575.0    0000000000000000010000  
  -12.242799999999999  274.51295999999996    ""         0.97     0.18000000000000002    118.0   5.3    18.2459    1.6937     1.0      10.4   2825.0    0000000000000010000000  
  -12.242499999999998  274.52457             167971.0   1.24     0.2                    154.0   4.6    18.2515    1.6838     1.1      7.5    714.0     0000000000000000010000  
  -12.209499999999998  5.714804999999999     1835.0     0.017    0.015000000000000001   21.3    23.8   97.3559    -73.6456   ""       6.4    23.0      0000000100000000000000  
  -12.182199999999998  100.23878999999998    48038.0    0.97     0.2                    17.0    5.9    222.6615   -7.8163    0.3      6.8    739.0     0000000000000000010000  
  -12.179699999999999  274.541205            ""         1.11     0.18000000000000002    95.0    4.6    18.3146    1.6992     1.0      9.3    2461.0    0000000000000010000000  
  -12.171899999999999  275.07157499999994    168461.0   0.69     0.18000000000000002    3.0     7.4    18.5663    1.2459     1.0      9.5    2146.0    0000000000000010000000  
  -12.158199999999999  338.5191              213781.0   0.11     0.069                  138.8   17.4   51.0673    -54.5298   0.0      9.0    831.8     0000000000001000000000  
  -12.140999999999998  281.77581             173694.0   1.24     0.18000000000000002    129.0   4.2    21.6152    -4.5569    0.9      9.8    4413.0    0000000000000010000000  
  -12.109999999999998  274.76239499999997    ""         1.57     0.18000000000000002    156.0   3.3    18.4783    1.5416     1.0      9.8    2104.0    0000000000000010000000  
  -12.106399999999999  274.67028             168112.0   1.24     0.2                    134.0   4.6    18.4389    1.6227     1.1      8.5    1522.0    0000000000000000010000  
  -12.038499999999999  103.54783499999999    50778.0    0.01     0.035                  122.7   60.3   223.9823   -4.8556    0.0      4.1    57.5      0000000000001000000000  
  -12.014699999999998  275.80069499999996    169033.0   1.06     0.2                    111.0   5.4    19.0403    0.6905     0.1      5.7    141.0     0000000000000000010000  
  -11.985899999999999  49.06370999999999     20358.0    0.523    0.031000000000000003   163.2   1.7    196.073    -52.8619   ""       7.5    250.0     0000000100000000000000  
  -11.954799999999999  314.50805999999994    199523.0   0.11     0.035                  46.7    9.0    36.3482    -33.457    0.0      7.5    158.5     0000000000001000000000  
  -11.954099999999999  274.5825              ""         2.3      0.18000000000000002    103.0   2.2    18.5326    1.7704     1.1      9.9    1737.8    0000000000000010000000  
  -11.929099999999998  275.87555999999995    ""         1.47     0.18000000000000002    83.0    3.5    19.1503    0.6659     1.2      10.2   2968.0    0000000000000010000000  
  -11.898899999999998  267.39119999999997    162061.0   3.14     0.07600000000000001    65.4    0.7    15.1476    7.9462     0.8      9.2    151.4     0000000000001000000000  
  -11.898299999999999  223.59544499999998    131530.0   0.35     0.035                  78.3    2.9    344.3445   40.8835    0.1      5.8    66.1      0000000000001000000000  
  -11.878599999999999  279.91603499999997    172252.0   4.65     0.2                    148.0   1.2    21.023     -2.8166    0.9      9.5    680.0     0000000000000000010000  
  -11.8715             39.89055              16620.0    0.016    0.007000000000000001   163.9   12.3   187.1953   -60.4137   0.0      5.0    16.0      0000000100000000000000  
  -11.852299999999998  107.09665499999998    54439.0    0.83     0.18000000000000002    136.0   6.2    225.398    -1.6789    0.3      8.5    1453.0    0000000000000010000000  
  -11.837699999999998  243.46211999999997    145897.0   0.31     0.035                  111.8   3.2    1.3028     27.3429    0.0      5.5    104.7     0000000000001000000000  
  -11.805399999999999  274.21347             ""         2.81     0.18000000000000002    91.0    1.8    18.4925    2.1588     1.4      10.4   1349.0    0000000000000010000000  
  -11.7732             95.35298999999999     44458.0    1.135    0.135                  78.5    3.4    220.1706   -11.9382   0.3      5.5    596.0     0000000000000000010001  
  -11.749999999999998  274.34849999999994    ""         2.35     0.18000000000000002    83.0    2.2    18.6041    2.0687     1.2      11.3   3630.8    0000000000000010000000  
  -11.713899999999999  215.85679499999998    126035.0   0.31     0.035                  69.4    3.2    335.8163   45.2036    0.1      6.3    87.1      0000000000001000000000  
  -11.697599999999998  99.88606499999999     47714.0    0.09     0.046000000000000006   95.8    14.3   222.0688   -7.9122    0.0      8.1    631.0     0000000000001000000000  
  -11.680599999999998  355.28696999999994    222493.0   0.17     0.035                  124.5   5.9    72.6388    -67.3991   0.0      5.9    79.4      0000000000001000000000  
  -11.633              274.78067999999996    168206.0   2.44     0.18000000000000002    92.0    2.1    18.9074    1.751      0.6      8.9    1096.5    0000000000000010000000  
  -11.616499999999998  343.36954499999996    216494.0   0.146    0.009000000000000001   134.0   1.8    56.4229    -58.2807   0.0      5.8    173.8     0000000100001000000000  
  -11.599299999999998  301.27257             190390.0   0.51     0.035                  179.4   2.0    30.5994    -21.5345   0.1      6.5    75.9      0000000000001000000000  
  -11.588099999999999  168.84829499999998    97876.0    0.33     0.035                  77.0    3.0    268.7438   44.8141    0.1      7.3    380.2     0000000000001000000000  
  -11.564899999999998  332.65609499999994    210424.0   0.039    0.034                  104.6   23.6   47.3656    -49.2313   0.0      5.5    280.0     0000000000001000010000  
  -11.551699999999999  105.92986499999999    53179.0    1.912    0.802                  167.5   11.8   224.6066   -2.5565    0.0      9.1    10.0      0000000000000000010001  
  -11.524              106.15960499999998    53456.0    0.74     0.2                    116.0   7.7    224.6849   -2.3437    0.3      7.2    1159.0    0000000000000000010000  
  -11.409699999999999  224.19211499999997    131918.0   0.76     0.035                  68.2    1.3    345.3513   40.9171    0.1      5.6    104.7     0000000000001000000000  
  -11.398499999999999  215.31730499999998    125676.0   0.57     0.042                  66.1    2.1    335.3799   45.7377    0.1      7.9    109.6     0000000000001000000000  
  -11.387699999999999  136.25930999999997    77935.0    0.05     0.05800000000000001    35.3    30.1   240.1976   22.9697    0.0      8.6    631.0     0000000000001000000000  
  -11.3799             14.682869999999998    5722.0     0.057    0.0020                 107.2   1.0    129.4941   -74.1587   0.1      5.6    63.1      0000000000101000000000  
  -11.371599999999999  317.39830499999994    201381.0   0.06     0.035                  99.7    16.3   38.4468    -35.7744   0.0      4.5    38.0      0000000000001000000000  
  -11.365899999999998  326.63366999999994    207052.0   0.03     0.035                  44.8    30.3   43.6411    -43.9077   -0.1     5.6    78.0      0000000000001000000000  
  -11.356799999999998  276.67772999999994    169754.0   0.69     0.2                    46.0    8.2    20.0233    0.2387     1.3      8.4    1356.0    0000000000000000010000  
  -11.323599999999999  25.436655             10453.0    0.025    0.009000000000000001   13.9    10.2   162.1503   -70.2634   ""       6.1    32.0      0000000100000000000000  
  -11.311099999999998  3.5176199999999995    967.0      0.107    0.051000000000000004   107.9   13.4   92.0968    -71.9086   ""       8.6    36.0      0000000100000000000000  
  -11.300899999999999  105.45629999999998    52721.0    1.144    0.14                   16.6    3.5    224.1712   -2.8552    0.3      6.6    416.0     0000000000000000010001  
  -11.294099999999998  274.51393499999995    ""         2.86     0.18000000000000002    92.0    1.8    19.0827    2.1416     1.3      9.4    1253.0    0000000000000010000000  
  -11.293999999999999  106.66987499999999    53974.0    0.37     0.2                    135.0   15.1   224.7096   -1.7937    0.3      5.3    666.0     0000000000000000010000  
  -11.289799999999998  278.07895499999995    ""         2.3      0.18000000000000002    145.0   2.2    20.7199    -0.9475    1.2      9.8    1066.0    0000000000000010000000  
  -11.286399999999999  52.003949999999996    21530.0    0.037    0.021                  126.1   15.8   197.3517   -50.0075   0.0      5.8    100.0     0000000000101000000000  
  -11.266499999999999  14.006279999999999    5437.0     0.106    0.027000000000000003   133.9   7.3    127.0414   -74.1016   0.1      5.5    91.2      0000000100101000000100  
  -11.238799999999998  20.115989999999996    8121.0     0.1      0.032                  158.0   9.1    147.5643   -72.7075   0.0      6.3    109.6     0000000000000000000100  
  -11.1939             53.990219999999994    22409.0    0.02     0.035                  175.2   41.2   198.6598   -48.2549   0.0      5.7    69.2      0000000000001000000000  
  -11.173499999999999  91.716225             41814.0    0.18     0.2                    34.0    29.1   218.0382   -14.8981   0.1      6.7    586.0     0000000000000000010000  
  -11.1612             201.29834999999997    116658.0   0.01     0.0                    147.0   0.0    316.1127   50.8446    0.0      1.2    80.0      0000000000000000011000  
  -10.992899999999999  261.57224999999994    157857.0   2.4      0.2                    61.0    2.4    12.9707    13.3102    0.5      7.8    2039.0    0000000000000000010000  
  -10.977099999999998  278.75985             171391.0   0.22     0.035                  101.9   4.5    21.3054    -1.3963    0.0      5.8    69.2      0000000000001000000000  
  -10.926199999999998  264.53963999999996    160018.0   0.21     0.035                  102.5   4.8    14.568     10.85      0.1      5.9    79.4      0000000000001000000000  
  -10.899399999999998  268.26463499999994    162757.0   0.12     0.035                  149.5   8.3    16.4526    7.7004     0.0      6.3    109.6     0000000000001000000000  
